marital_status_ Married-civ-spouse,marital_status_ Never-married,age,education_num,capital_balance,gender_ Male,income_ >50K
1,0,0.4520547945205479,0.8,0.0,1,0
0,0,0.2876712328767123,0.5333333333333333,0.0,1,0
1,0,0.4931506849315069,0.4,0.0,1,0
1,0,0.1506849315068493,0.8,0.0,0,0
1,0,0.273972602739726,0.8666666666666667,0.0,0,0
0,0,0.4383561643835617,0.2666666666666666,0.0,0,0
1,0,0.4794520547945205,0.5333333333333333,0.0,1,1
0,1,0.1917808219178082,0.8666666666666667,0.1408414084140841,0,1
1,0,0.3424657534246575,0.8,0.051780517805178,1,1
1,0,0.273972602739726,0.6,0.0,1,1
1,0,0.1780821917808219,0.8,0.0,1,1
0,1,0.0821917808219178,0.8,0.0,0,0
0,1,0.2054794520547945,0.7333333333333334,0.0,1,0
1,0,0.2328767123287671,0.2,0.0,1,0
0,1,0.1095890410958904,0.5333333333333333,0.0,1,0
0,1,0.2054794520547945,0.5333333333333333,0.0,1,0
1,0,0.2876712328767123,0.4,0.0,1,0
0,0,0.3561643835616437,0.8666666666666667,0.0,0,1
1,0,0.3150684931506849,1.0,0.0,1,1
0,0,0.5068493150684932,0.5333333333333333,0.0,0,0
1,0,0.2465753424657534,0.2666666666666666,0.0,1,0
1,0,0.3561643835616437,0.4,-0.4687786960514233,1,0
0,0,0.5753424657534245,0.5333333333333333,0.0,0,0
1,0,0.5342465753424657,0.8,0.0,1,1
0,1,0.0273972602739726,0.5333333333333333,0.0,1,0
0,0,0.3013698630136985,0.5333333333333333,0.0,1,0
1,0,0.4383561643835617,0.5333333333333333,0.0,1,0
0,1,0.0821917808219178,0.7333333333333334,0.0,1,0
0,1,0.0410958904109589,0.6,0.0,1,0
0,0,0.3835616438356165,0.8,-0.3232323232323232,1,0
1,0,0.1780821917808219,0.6,0.0,1,0
1,0,0.0684931506849315,0.6,0.0,1,0
0,1,0.4246575342465753,0.4,0.0,1,0
0,1,0.0547945205479452,0.6,0.0,1,0
0,0,0.0273972602739726,0.5333333333333333,0.0,0,0
1,0,0.4246575342465753,0.7333333333333334,0.0,1,0
1,0,0.1917808219178082,0.2666666666666666,0.0,1,0
1,0,0.4931506849315069,0.8,0.0,1,0
1,0,0.0958904109589041,0.8,0.0,1,0
0,0,0.4383561643835617,0.5333333333333333,0.0,0,0
0,1,0.1095890410958904,0.5333333333333333,0.0,1,0
1,0,0.547945205479452,0.8,0.0,1,1
1,0,0.4931506849315069,0.5333333333333333,0.0,1,0
0,0,0.3698630136986301,0.8666666666666667,0.0,0,0
1,0,0.3287671232876712,0.6666666666666666,0.0,1,0
0,1,0.1643835616438356,0.6666666666666666,0.0,1,0
1,0,0.1095890410958904,0.6,0.0,0,0
1,0,0.4109589041095889,0.9333333333333332,-0.4366391184573002,0,1
0,0,0.4520547945205479,0.8,0.0,1,1
0,0,0.4109589041095889,0.5333333333333333,0.0,1,0
1,0,0.3561643835616437,0.6,0.0,1,1
1,0,0.3972602739726027,0.1333333333333333,0.0,1,0
1,0,0.2465753424657534,0.6666666666666666,0.0,1,0
1,0,0.3287671232876712,0.5333333333333333,0.0,1,0
1,0,0.1780821917808219,0.5333333333333333,0.050130501305013,1,0
1,0,0.1780821917808219,0.8,0.024070240702407,1,0
1,0,0.4246575342465753,0.5333333333333333,0.0,1,0
1,0,0.3424657534246575,1.0,0.0,1,1
0,0,0.1643835616438356,0.6,0.0,1,0
1,0,0.2602739726027397,0.5333333333333333,0.0,1,0
0,0,0.1506849315068493,0.6,0.0,0,0
1,0,0.4931506849315069,0.5333333333333333,0.0,0,1
1,0,0.4383561643835617,0.6,0.0,1,1
0,1,0.0273972602739726,0.6,0.0,1,0
0,0,0.1917808219178082,0.8,0.0,0,0
1,0,0.1643835616438356,0.8,0.0,1,1
0,1,0.0821917808219178,0.6,0.0,1,0
1,0,0.8493150684931505,0.6,0.0,1,0
0,1,0.136986301369863,0.5333333333333333,0.0,1,0
1,0,0.3150684931506849,0.7333333333333334,0.0,1,0
0,1,0.0136986301369863,0.4,0.0,0,0
1,0,0.1917808219178082,0.2,0.0,1,0
0,1,0.0136986301369863,0.5333333333333333,0.0,1,0
1,0,0.4794520547945205,0.8,0.0,1,0
1,0,0.3972602739726027,0.5333333333333333,0.0,0,0
1,0,0.5753424657534245,0.5333333333333333,0.0,1,0
0,0,0.3698630136986301,0.5333333333333333,0.1434414344143441,0,1
0,0,0.4931506849315069,0.5333333333333333,0.0,0,0
1,0,0.4383561643835617,0.5333333333333333,0.0,1,1
1,0,0.2191780821917808,0.8666666666666667,0.0,1,0
0,1,0.1780821917808219,0.2666666666666666,0.0,1,0
0,1,0.3561643835616437,1.0,0.0,0,1
1,0,0.547945205479452,0.6666666666666666,0.0,1,0
0,0,0.273972602739726,0.6,0.0,0,0
0,0,0.1506849315068493,0.6,0.0,0,0
1,0,0.2328767123287671,0.8,0.0,1,1
0,1,0.1643835616438356,0.6,0.0,1,0
1,0,0.4246575342465753,1.0,-0.4366391184573002,1,1
1,0,0.273972602739726,0.6,0.0,1,1
0,0,0.4246575342465753,0.7333333333333334,0.0,0,0
0,1,0.2054794520547945,0.5333333333333333,0.0,1,0
1,0,0.8082191780821917,0.8666666666666667,0.0,1,1
1,0,0.3698630136986301,0.8,0.1502415024150241,1,1
0,1,0.4109589041095889,0.8666666666666667,0.0,0,0
0,1,0.0410958904109589,0.6,0.0,0,0
0,1,0.1643835616438356,0.5333333333333333,0.0,1,0
1,0,0.2054794520547945,0.5333333333333333,0.076880768807688,1,1
0,1,0.1780821917808219,0.4,0.0,1,0
0,1,0.1917808219178082,0.5333333333333333,0.0,0,0
1,0,0.3424657534246575,0.5333333333333333,0.0,1,0
0,1,0.0958904109589041,0.8,0.0,1,0
1,0,0.2876712328767123,0.9333333333333332,0.0,1,1
1,0,0.5342465753424657,0.5333333333333333,-0.4331955922865014,1,1
1,0,0.1506849315068493,0.6,0.040640406404064,0,0
0,1,0.2602739726027397,0.5333333333333333,0.0,0,0
1,0,0.4931506849315069,0.2666666666666666,0.0,1,0
1,0,0.5342465753424657,0.6,0.0,1,0
1,0,0.4383561643835617,0.6666666666666666,0.0,1,1
1,0,0.5205479452054793,0.6,0.0,1,0
0,1,0.0684931506849315,0.5333333333333333,0.0,1,0
0,1,0.0547945205479452,0.6,0.0,0,0
1,0,0.3150684931506849,0.8,0.0,1,0
0,1,0.1780821917808219,0.8,0.0,1,0
1,0,0.1643835616438356,0.8,0.0,1,1
0,1,0.0273972602739726,0.6,0.0,1,0
1,0,0.4109589041095889,0.8,0.0,0,1
0,1,0.0410958904109589,0.6,-0.3946280991735537,0,0
1,0,0.1917808219178082,0.7333333333333334,0.0,1,1
0,0,0.3013698630136985,0.6,0.0,1,0
0,1,0.1506849315068493,0.7333333333333334,0.0,0,0
0,1,0.0958904109589041,0.5333333333333333,-0.4044995408631772,0,0
1,0,0.2876712328767123,0.5333333333333333,0.043860438604386,1,0
1,0,0.273972602739726,0.8,0.0,1,0
0,0,0.3972602739726027,0.7333333333333334,0.0,0,0
1,0,0.2876712328767123,0.8666666666666667,0.0,1,1
1,0,0.3561643835616437,0.5333333333333333,0.0,1,0
1,0,0.136986301369863,0.6666666666666666,0.0,0,0
0,1,0.0410958904109589,0.6,0.0,1,0
1,0,0.4383561643835617,0.6,0.0,1,1
1,0,0.6027397260273972,0.5333333333333333,0.0,1,0
0,1,0.136986301369863,0.6,0.0,0,0
0,1,0.0273972602739726,0.6,0.0,1,0
0,1,0.3835616438356165,0.6666666666666666,-0.3590449954086318,0,1
0,1,0.726027397260274,0.6,0.0,1,0
0,1,0.1917808219178082,0.5333333333333333,0.0,0,0
1,0,0.0684931506849315,0.6,0.0,1,0
0,0,0.2602739726027397,0.5333333333333333,0.0,0,0
1,0,0.6438356164383561,0.4,-0.5002295684113865,1,0
0,0,0.4109589041095889,0.6,0.0,0,0
0,1,0.2328767123287671,0.5333333333333333,0.0,0,0
0,1,0.2191780821917808,0.8,0.0,0,0
0,1,0.0547945205479452,0.5333333333333333,0.0,1,0
1,0,0.4246575342465753,0.5333333333333333,0.0,1,0
0,1,0.0821917808219178,0.8,0.0,1,0
0,0,0.7397260273972601,0.6,-0.4168962350780532,1,0
0,0,0.1643835616438356,0.5333333333333333,0.0,1,0
0,0,0.3424657534246575,0.8,0.0,1,0
0,1,0.1095890410958904,0.5333333333333333,0.0,0,0
0,0,0.3698630136986301,0.8666666666666667,0.0,0,0
0,1,0.1506849315068493,0.5333333333333333,0.0,0,0
1,0,0.3835616438356165,0.8666666666666667,0.0,1,1
0,0,0.2602739726027397,0.6,0.0,0,0
0,1,0.3013698630136985,0.7333333333333334,0.0,1,0
0,0,0.3972602739726027,0.8666666666666667,0.0,1,0
0,1,0.0136986301369863,0.4,0.0,1,0
0,0,0.6712328767123288,0.6666666666666666,0.0,0,0
